Student_ID,Age,Gender,Course,Year_Level,GWA,Attendance_Rate,Library_Usage_Hours,Scholarship_Status,Counseling_Sessions,Academic_Standing,School_Environment_Feedback
S0408,21,Female,BSCS,2nd Year,3.73,90.37,16.49,No,10,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0409,23,Male,BSCE,1st Year,4.33,78.51,1.51,Yes,4,Good,"Teachers try to make lessons engaging, which helps a lot."
S0410,21,Male,BSIT,2nd Year,4.17,76.21,7.32,Yes,5,Dropout_Risk,The academic environment is competitive but supportive.
S0411,25,Male,BSECE,2nd Year,4.65,61.98,16.6,No,7,Good,It?s hard to focus when classes are scheduled too close together.
S0412,18,Male,BSCE,2nd Year,1.58,73.95,7.12,Yes,5,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0413,21,Female,BSCS,3rd Year,3.07,72.8,5.64,Yes,4,Dropout_Risk,I?m thankful that faculty listen to feedback and improve.
S0414,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,Restrooms are usually clean and have the necessary supplies.
S0415,21,Male,BSECE,4th Year,4.16,72.82,11.06,Yes,0,Dropout_Risk,The noise from nearby construction sometimes disrupts class.
S0416,22,Male,BSME,1st Year,2.24,65.67,12.49,No,5,Good,Restrooms are usually clean and have the necessary supplies.
S0417,18,Male,BSME,3rd Year,3.34,87.99,0.78,Yes,5,Probation,I love the new student lounge?they should build more like it.
S0418,23,Female,BSME,4th Year,4.01,62.5,9.89,No,1,Good,"The classrooms are bright, clean, and conducive to learning."
S0419,19,Female,BSCS,1st Year,3.16,71,12.21,Yes,3,Good,The online learning platform is user-friendly and organized.
S0420,20,Male,BSME,1st Year,4.32,75.19,6.25,No,2,Probation,Our school celebrates student diversity through events and awareness weeks.
S0421,21,Male,BSCE,1st Year,4.06,60.8,16.97,Yes,5,Good,I hope the school allows more flexible schedules for working students.
S0422,20,Male,BSIT,4th Year,1.9,86.8,3.69,No,10,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0423,24,Male,BSIT,1st Year,3.82,64.19,18.25,Yes,4,Dropout_Risk,There should be better systems for printing or document requests.
S0424,23,Female,BSME,4th Year,2.29,65.13,16.97,No,9,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0425,20,Male,BSCS,4th Year,3.5,57.82,0.88,No,10,Good,Some chairs are too small and uncomfortable.
S0426,19,Female,BSECE,3rd Year,4.33,97.27,14.4,No,1,Probation,Our computer labs are equipped with the latest software we need for our program.
S0427,25,Female,BSIT,1st Year,4.96,73.27,15.51,No,4,Probation,Professors usually explain topics clearly and give examples.
S0428,25,Male,BSECE,2nd Year,4.65,61.98,16.6,No,7,Good,The guidance office is easy to approach and very helpful.
S0429,22,Female,BSME,3rd Year,1.09,67.62,1.83,No,4,Dropout_Risk,The guidance counselor helped me deal with academic pressure.
S0430,23,Male,BSECE,4th Year,2.99,70.35,16.88,No,6,Probation,The guidance office is easy to approach and very helpful.
S0431,23,Female,BSIT,4th Year,2.79,84.92,4.53,Yes,3,Probation,There aren?t enough seats during school-wide events.
S0432,20,Male,BSIT,4th Year,1.9,86.8,3.69,No,10,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0433,21,Female,BSCS,3rd Year,4.89,71.46,7.72,No,1,Good,I would prefer if the school updated its lab software.
S0434,25,Male,BSECE,1st Year,2.25,83.49,16.99,Yes,2,Probation,Our school celebrates student diversity through events and awareness weeks.
S0435,22,Male,BSCS,4th Year,1.76,53.31,15.44,No,10,Probation,School activities promote teamwork and school spirit.
S0436,20,Male,BSME,1st Year,4.01,54.26,17.26,No,3,Good,Restrooms are usually clean and have the necessary supplies.
S0437,18,Female,BSME,1st Year,3.3,79.7,17.41,Yes,8,Good,There should be more awareness on students with special needs.
S0438,24,Female,BSCS,4th Year,4.96,85.69,2.69,Yes,9,Good,Our school celebrates student diversity through events and awareness weeks.
S0439,23,Male,BSECE,4th Year,2.99,70.35,16.88,No,6,Probation,"Cafeteria staff are polite, and the food is always fresh."
S0440,20,Female,BSECE,3rd Year,1.64,59.05,8.87,No,7,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0441,19,Male,BSME,3rd Year,4.28,59.42,7.54,No,9,Dropout_Risk,Admin processes take too long during enrollment.
S0442,18,Female,BSME,1st Year,3.3,79.7,17.41,Yes,8,Good,Our school celebrates student diversity through events and awareness weeks.
S0443,25,Male,BSIT,2nd Year,1.97,78.11,19.44,No,4,Dropout_Risk,The free seminars are informative and helpful for our career paths.
S0444,25,Male,BSIT,3rd Year,2,92.5,2.83,No,2,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0445,25,Female,BSIT,4th Year,3.54,60.22,18.23,No,6,Probation,I learned a lot from the OJT orientation.
S0446,18,Male,BSME,3rd Year,3.34,87.99,0.78,Yes,5,Probation,The campus grounds are clean and well-maintained.
S0447,24,Male,BSIT,2nd Year,3.89,86.8,12.3,Yes,9,Good,We need more bins for segregated waste disposal.
S0448,24,Female,BSCE,2nd Year,3.86,53.84,11.66,No,0,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0449,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,I appreciate that the school supports student-led initiatives.
S0450,23,Female,BSIT,4th Year,2.79,84.92,4.53,Yes,3,Probation,The campus grounds are clean and well-maintained.
S0451,20,Male,BSECE,3rd Year,1.41,67.49,9.48,Yes,6,Dropout_Risk,There are no clocks in some classrooms.
S0452,22,Male,BSECE,3rd Year,2.99,74.56,15.24,No,4,Probation,"The classrooms are bright, clean, and conducive to learning."
S0453,20,Male,BSME,1st Year,4.01,54.26,17.26,No,3,Good,Teachers give fair and constructive feedback.
S0454,23,Female,BSECE,3rd Year,3.83,58.61,3.31,No,6,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0455,20,Male,BSME,1st Year,4.01,54.26,17.26,No,3,Good,More accessible facilities are needed for students with disabilities.
S0456,24,Female,BSCS,3rd Year,3.1,87.96,15.05,Yes,3,Good,The guidance office is easy to approach and very helpful.
S0457,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,Some students smoke in unauthorized areas.
S0458,20,Male,BSME,1st Year,4.01,54.26,17.26,No,3,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0459,18,Female,BSIT,1st Year,2.76,88.56,9.14,No,9,Dropout_Risk,I would like more training in resume writing and interviews.
S0460,25,Male,BSME,4th Year,3.58,76.61,7.66,Yes,1,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0461,24,Male,BSIT,3rd Year,2.87,81,2.19,No,3,Good,Teachers usually respond quickly through email.
S0462,22,Female,BSCE,3rd Year,2.71,93.78,12.45,No,1,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0463,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,I feel safe staying late due to night guards and lighting.
S0464,18,Female,BSME,1st Year,3.3,79.7,17.41,Yes,8,Good,The academic environment is competitive but supportive.
S0465,18,Female,BSCE,4th Year,2.13,80.94,6.76,No,1,Probation,The school internet blocks too many useful websites.
S0466,20,Female,BSECE,1st Year,1.23,69.45,0.11,No,10,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0467,24,Female,BSIT,4th Year,2.84,60.74,16.46,Yes,8,Good,Student elections are well-organized and transparent.
S0468,23,Male,BSCE,1st Year,3.71,72.65,9.93,No,0,Good,"The classrooms are bright, clean, and conducive to learning."
S0469,20,Female,BSIT,3rd Year,2.99,84.88,1.89,No,2,Dropout_Risk,The library staff are friendly and helpful.
S0470,18,Female,BSIT,1st Year,2.76,88.56,9.14,No,9,Dropout_Risk,The academic environment is competitive but supportive.
S0471,24,Male,BSCE,2nd Year,3.89,61.01,11.85,Yes,10,Dropout_Risk,I want more learning materials in digital format.
S0472,23,Female,BSIT,4th Year,2.79,84.92,4.53,Yes,3,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0473,21,Female,BSECE,1st Year,3.15,82.41,10.87,No,1,Good,Campus grounds are very relaxing for study breaks.
S0474,25,Female,BSECE,3rd Year,4.49,91.13,8.48,Yes,4,Dropout_Risk,The academic environment is competitive but supportive.
S0475,25,Female,BSIT,1st Year,1.42,50.15,17.86,No,3,Probation,School policies are clear and consistently enforced.
S0476,24,Male,BSIT,1st Year,1.1,83.66,19.6,No,7,Good,"The classrooms are bright, clean, and conducive to learning."
S0477,23,Female,BSECE,3rd Year,3.83,58.61,3.31,No,6,Probation,I appreciate the transparency of tuition breakdown.
S0478,19,Female,BSIT,2nd Year,2.48,89.06,13.8,Yes,10,Probation,"The classrooms are bright, clean, and conducive to learning."
S0479,24,Female,BSECE,2nd Year,1.44,99.4,18.92,No,1,Probation,There are no available lockers for personal belongings.
S0480,25,Male,BSIT,3rd Year,2,92.5,2.83,No,2,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0481,24,Male,BSCE,3rd Year,2.38,60.35,1.17,No,7,Good,Students are encouraged to voice their concerns.
S0482,21,Female,BSME,1st Year,3.62,66.55,19.05,Yes,0,Probation,The guidance office is easy to approach and very helpful.
S0483,18,Male,BSIT,1st Year,4.56,74.87,12.35,No,1,Probation,The bulletin boards are updated with useful information.
S0484,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0485,24,Female,BSME,1st Year,4.12,54.56,3.63,Yes,3,Dropout_Risk,More cross-discipline projects would be exciting.
S0486,24,Male,BSME,3rd Year,2.16,57.79,0.85,No,0,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0487,24,Female,BSECE,4th Year,1,84.59,9.44,Yes,3,Good,The school supports both academics and extracurriculars.
S0488,24,Female,BSECE,4th Year,1.18,51,18.04,No,1,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0489,20,Female,BSIT,3rd Year,2.99,84.88,1.89,No,2,Dropout_Risk,"Sometimes, the projectors don't work during presentations."
S0490,21,Female,BSME,4th Year,2.57,77.63,0.17,Yes,10,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0491,23,Female,BSME,4th Year,3.95,62.52,13.86,Yes,10,Dropout_Risk,The air quality in the gym could be improved.
S0492,23,Female,BSIT,2nd Year,1.53,99.56,14.86,Yes,0,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0493,23,Female,BSME,3rd Year,1.99,88.93,8.18,Yes,9,Good,"Teachers take attendance seriously, which keeps us disciplined."
S0494,18,Female,BSCE,3rd Year,2.7,54.06,8.95,No,3,Probation,The guidance office is easy to approach and very helpful.
S0495,23,Female,BSECE,3rd Year,3.83,58.61,3.31,No,6,Probation,Course prerequisites aren?t always explained well.
S0496,18,Male,BSIT,1st Year,4.56,74.87,12.35,No,1,Probation,Our computer labs are equipped with the latest software we need for our program.
S0497,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,The campus app is helpful for schedules and announcements.
S0498,18,Male,BSME,3rd Year,3.34,87.99,0.78,Yes,5,Probation,The campus grounds are clean and well-maintained.
S0499,21,Male,BSCS,1st Year,2.12,91.62,7.68,Yes,6,Probation,I feel a sense of belonging here.
S0500,21,Female,BSME,4th Year,2.57,77.63,0.17,Yes,10,Probation,The campus grounds are clean and well-maintained.
S0501,22,Male,BSCE,1st Year,3.42,95.17,9.06,Yes,5,Probation,The school should allow casual attire on non-uniform days.
S0502,21,Female,BSCS,2nd Year,1.27,90.67,18.73,Yes,3,Good,Our computer labs are equipped with the latest software we need for our program.
S0503,21,Female,BSCE,1st Year,2.5,84.62,13.52,No,3,Probation,"Overall, I enjoy being part of this learning community."
S0504,24,Male,BSECE,2nd Year,2.89,60.77,6.01,Yes,4,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0505,25,Male,BSCE,1st Year,1.77,56.02,19.97,No,0,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0506,22,Male,BSCS,1st Year,2.52,51.3,7.41,No,10,Good,"The library is quiet and comfortable, with plenty of space to study."
S0507,24,Male,BSCE,3rd Year,2.38,60.35,1.17,No,7,Good,"The library is quiet and comfortable, with plenty of space to study."
S0508,21,Female,BSME,1st Year,3.62,66.55,19.05,Yes,0,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0509,24,Male,BSME,3rd Year,2.16,57.79,0.85,No,0,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0510,25,Female,BSIT,4th Year,3.54,60.22,18.23,No,6,Probation,The campus grounds are clean and well-maintained.
S0511,21,Female,BSCS,3rd Year,3.07,72.8,5.64,Yes,4,Dropout_Risk,The campus grounds are clean and well-maintained.
S0512,24,Male,BSECE,2nd Year,2.89,60.77,6.01,Yes,4,Good,"The library is quiet and comfortable, with plenty of space to study."
S0513,25,Female,BSECE,3rd Year,2.82,84.72,13.66,No,7,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0514,18,Female,BSME,1st Year,3.3,79.7,17.41,Yes,8,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0515,23,Female,BSECE,3rd Year,3.83,58.61,3.31,No,6,Probation,The academic environment is competitive but supportive.
S0516,20,Male,BSCS,4th Year,4.19,65.82,14.54,Yes,5,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0517,18,Male,BSECE,1st Year,3.63,56.8,9.7,No,8,Good,Our computer labs are equipped with the latest software we need for our program.
S0518,25,Male,BSCE,1st Year,1.77,56.02,19.97,No,0,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0519,18,Female,BSIT,1st Year,2.76,88.56,9.14,No,9,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0520,19,Female,BSME,1st Year,4.13,92.32,11.02,No,8,Good,Our school celebrates student diversity through events and awareness weeks.
S0521,20,Female,BSME,2nd Year,4.9,57.86,6.01,No,1,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0522,18,Female,BSECE,4th Year,1.19,80.19,17.45,Yes,2,Good,Our computer labs are equipped with the latest software we need for our program.
S0523,18,Female,BSCS,3rd Year,4.17,80.94,12.28,No,1,Probation,The guidance office is easy to approach and very helpful.
S0524,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,Restrooms are usually clean and have the necessary supplies.
S0525,22,Male,BSCE,1st Year,3.42,95.17,9.06,Yes,5,Probation,The campus grounds are clean and well-maintained.
S0526,23,Female,BSCE,4th Year,1.54,78.35,5.19,No,4,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0527,24,Male,BSCE,4th Year,2.17,96.86,3.19,Yes,4,Probation,Our school celebrates student diversity through events and awareness weeks.
S0528,20,Male,BSIT,2nd Year,3.96,52.69,17.79,No,10,Good,"The classrooms are bright, clean, and conducive to learning."
S0529,24,Female,BSCE,3rd Year,1.13,94.11,19.92,Yes,9,Good,Our computer labs are equipped with the latest software we need for our program.
S0530,18,Male,BSCS,4th Year,1.3,89.9,17.47,Yes,5,Probation,The campus grounds are clean and well-maintained.
S0531,20,Male,BSCE,4th Year,1.2,67.38,13.7,Yes,9,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0532,22,Female,BSME,3rd Year,1.09,67.62,1.83,No,4,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0533,25,Male,BSECE,4th Year,1.26,92.12,6.01,Yes,0,Probation,Our computer labs are equipped with the latest software we need for our program.
S0534,21,Female,BSCS,3rd Year,4.89,71.46,7.72,No,1,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0535,25,Female,BSCE,4th Year,1.25,81.12,9.85,Yes,6,Probation,The campus grounds are clean and well-maintained.
S0536,20,Female,BSCE,1st Year,4.7,70.97,17.29,No,10,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0537,20,Male,BSIT,1st Year,1.57,87.81,5.74,Yes,7,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0538,23,Male,BSIT,4th Year,1,90.11,0.47,Yes,4,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0539,25,Male,BSECE,2nd Year,4.65,61.98,16.6,No,7,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0540,18,Male,BSCE,2nd Year,1.58,73.95,7.12,Yes,5,Probation,"The classrooms are bright, clean, and conducive to learning."
S0541,18,Male,BSME,2nd Year,4.75,83.84,3.71,No,1,Dropout_Risk,The campus grounds are clean and well-maintained.
S0542,18,Female,BSECE,3rd Year,4.43,67.46,12.44,No,4,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0543,23,Male,BSIT,2nd Year,4.78,51.88,11.04,Yes,4,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0544,25,Male,BSIT,2nd Year,1.97,78.11,19.44,No,4,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0545,19,Male,BSIT,2nd Year,4.42,96.58,7.82,Yes,0,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0546,18,Male,BSCS,4th Year,1.3,89.9,17.47,Yes,5,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0547,24,Female,BSME,2nd Year,4.13,66.24,12.11,Yes,3,Good,Our school celebrates student diversity through events and awareness weeks.
S0548,19,Male,BSCE,1st Year,1.7,92.01,19.74,No,10,Good,Our computer labs are equipped with the latest software we need for our program.
S0549,24,Male,BSCE,2nd Year,3.89,61.01,11.85,Yes,10,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0550,21,Female,BSME,1st Year,3.62,66.55,19.05,Yes,0,Probation,The campus grounds are clean and well-maintained.
S0551,20,Male,BSECE,2nd Year,1.81,80.52,1.99,No,7,Probation,The guidance office is easy to approach and very helpful.
S0552,25,Male,BSECE,1st Year,2.25,83.49,16.99,Yes,2,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0553,24,Male,BSIT,1st Year,3.47,74.84,12.39,Yes,1,Good,Our school celebrates student diversity through events and awareness weeks.
S0554,20,Male,BSIT,4th Year,1.9,86.8,3.69,No,10,Dropout_Risk,The academic environment is competitive but supportive.
S0555,21,Male,BSIT,4th Year,2.54,94.96,11.47,Yes,3,Dropout_Risk,The academic environment is competitive but supportive.
S0556,18,Male,BSCE,2nd Year,3.55,84.15,7.82,No,10,Good,The academic environment is competitive but supportive.
S0557,23,Male,BSCE,1st Year,4.39,72.09,17.6,Yes,1,Probation,Our computer labs are equipped with the latest software we need for our program.
S0558,25,Male,BSCS,1st Year,1.1,76.92,12.23,No,4,Good,"The classrooms are bright, clean, and conducive to learning."
S0559,19,Female,BSME,1st Year,4.13,92.32,11.02,No,8,Good,The guidance office is easy to approach and very helpful.
S0560,24,Female,BSIT,4th Year,2.46,69.01,3.86,Yes,5,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0561,23,Male,BSIT,4th Year,1,90.11,0.47,Yes,4,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0562,21,Female,BSCS,3rd Year,3.07,72.8,5.64,Yes,4,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0563,25,Male,BSIT,3rd Year,4.83,86.07,11.54,Yes,0,Probation,Our school celebrates student diversity through events and awareness weeks.
S0564,21,Male,BSECE,4th Year,4.16,72.82,11.06,Yes,0,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0565,20,Male,BSIT,4th Year,1.9,86.8,3.69,No,10,Dropout_Risk,The academic environment is competitive but supportive.
S0566,21,Female,BSIT,3rd Year,3.02,98.22,18.57,No,6,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0567,20,Male,BSCE,4th Year,2.09,70.29,3.34,No,9,Probation,The academic environment is competitive but supportive.
S0568,21,Female,BSCE,4th Year,1.86,90.1,1.99,Yes,6,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0569,22,Male,BSECE,2nd Year,4.1,94.76,12.91,No,4,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0570,23,Female,BSCE,4th Year,1.54,78.35,5.19,No,4,Good,Restrooms are usually clean and have the necessary supplies.
S0571,20,Male,BSECE,3rd Year,1.41,67.49,9.48,Yes,6,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0572,24,Male,BSME,3rd Year,2.42,61.14,4.11,Yes,10,Probation,The campus grounds are clean and well-maintained.
S0573,23,Male,BSCE,2nd Year,4.28,51.64,4.82,Yes,7,Good,The guidance office is easy to approach and very helpful.
S0574,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,The academic environment is competitive but supportive.
S0575,23,Female,BSCS,2nd Year,3.08,87.25,12.2,Yes,1,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0576,23,Female,BSCS,2nd Year,3.08,87.25,12.2,Yes,1,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0577,25,Female,BSECE,3rd Year,2.82,84.72,13.66,No,7,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0578,18,Male,BSIT,1st Year,2.78,60.3,2.55,Yes,6,Probation,The academic environment is competitive but supportive.
S0579,18,Male,BSME,3rd Year,3.34,87.99,0.78,Yes,5,Probation,Our computer labs are equipped with the latest software we need for our program.
S0580,20,Male,BSME,1st Year,4.01,54.26,17.26,No,3,Good,Restrooms are usually clean and have the necessary supplies.
S0581,22,Female,BSCS,3rd Year,1.43,55.41,17.08,No,0,Probation,The campus grounds are clean and well-maintained.
S0582,25,Female,BSIT,1st Year,4.96,73.27,15.51,No,4,Probation,Our school celebrates student diversity through events and awareness weeks.
S0583,18,Male,BSIT,1st Year,4.56,74.87,12.35,No,1,Probation,The campus grounds are clean and well-maintained.
S0584,18,Female,BSCS,3rd Year,4.17,80.94,12.28,No,1,Probation,Restrooms are usually clean and have the necessary supplies.
S0585,23,Female,BSME,4th Year,3.95,62.52,13.86,Yes,10,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0586,20,Male,BSCS,4th Year,3.5,57.82,0.88,No,10,Good,The campus grounds are clean and well-maintained.
S0587,24,Male,BSME,3rd Year,2.42,61.14,4.11,Yes,10,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0588,20,Male,BSECE,2nd Year,1.81,80.52,1.99,No,7,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0589,25,Male,BSME,1st Year,3.78,90.9,13.3,Yes,8,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0590,23,Male,BSCE,1st Year,3.71,72.65,9.93,No,0,Good,Our computer labs are equipped with the latest software we need for our program.
S0591,19,Female,BSME,1st Year,4.13,92.32,11.02,No,8,Good,Our school celebrates student diversity through events and awareness weeks.
S0592,25,Female,BSCS,3rd Year,4.56,65.08,3.51,Yes,4,Probation,The guidance office is easy to approach and very helpful.
S0593,22,Male,BSME,1st Year,1.01,51.95,1.68,Yes,9,Good,"The classrooms are bright, clean, and conducive to learning."
S0594,19,Female,BSCS,3rd Year,1.2,92.74,0.99,Yes,0,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0595,23,Female,BSCS,1st Year,3.88,73.75,2.89,Yes,4,Good,"The classrooms are bright, clean, and conducive to learning."
S0596,23,Female,BSME,3rd Year,1.99,88.93,8.18,Yes,9,Good,Our computer labs are equipped with the latest software we need for our program.
S0597,20,Female,BSME,3rd Year,3.83,97.11,11.39,Yes,8,Good,"The classrooms are bright, clean, and conducive to learning."
S0598,22,Male,BSCS,2nd Year,1.72,74.35,5.29,No,3,Dropout_Risk,The campus grounds are clean and well-maintained.
S0599,20,Female,BSME,2nd Year,4.9,57.86,6.01,No,1,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0600,20,Male,BSECE,2nd Year,1.81,80.52,1.99,No,7,Probation,The academic environment is competitive but supportive.
S0601,24,Female,BSECE,4th Year,1.18,51,18.04,No,1,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0602,20,Male,BSIT,2nd Year,3.96,52.69,17.79,No,10,Good,The guidance office is easy to approach and very helpful.
S0603,23,Female,BSECE,4th Year,4.29,56.83,0.71,No,4,Good,"The classrooms are bright, clean, and conducive to learning."
S0604,23,Female,BSCS,2nd Year,3.08,87.25,12.2,Yes,1,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0605,25,Male,BSIT,3rd Year,2,92.5,2.83,No,2,Probation,Restrooms are usually clean and have the necessary supplies.
S0606,18,Female,BSECE,3rd Year,2.36,57.32,6.78,No,0,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0607,23,Female,BSCE,2nd Year,2.18,86.2,0.63,No,5,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0608,24,Male,BSCE,2nd Year,1.89,65.34,18.38,Yes,10,Good,The academic environment is competitive but supportive.
S0609,24,Female,BSCS,3rd Year,3.1,87.96,15.05,Yes,3,Good,Restrooms are usually clean and have the necessary supplies.
S0610,19,Female,BSME,3rd Year,3.65,85.99,5.5,Yes,6,Good,"The classrooms are bright, clean, and conducive to learning."
S0611,18,Male,BSIT,1st Year,2.78,60.3,2.55,Yes,6,Probation,The academic environment is competitive but supportive.
S0612,19,Female,BSCS,3rd Year,1.2,92.74,0.99,Yes,0,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0613,21,Female,BSME,2nd Year,1.59,79.77,12.46,No,3,Good,The campus grounds are clean and well-maintained.
S0614,22,Male,BSCS,1st Year,2.52,51.3,7.41,No,10,Good,The academic environment is competitive but supportive.
S0615,24,Female,BSCS,2nd Year,2.74,84.48,9.66,Yes,3,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0616,23,Female,BSME,4th Year,4.01,62.5,9.89,No,1,Good,The academic environment is competitive but supportive.
S0617,24,Female,BSIT,1st Year,3.93,59.69,13.15,Yes,0,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0618,18,Male,BSCS,2nd Year,3.64,68.1,11.18,No,2,Good,Our school celebrates student diversity through events and awareness weeks.
S0619,23,Male,BSCS,3rd Year,1.39,94.29,1.29,No,1,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0620,18,Male,BSCS,2nd Year,3.64,68.1,11.18,No,2,Good,Our school celebrates student diversity through events and awareness weeks.
S0621,20,Female,BSME,2nd Year,4.9,57.86,6.01,No,1,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0622,18,Male,BSECE,1st Year,3.63,56.8,9.7,No,8,Good,"The library is quiet and comfortable, with plenty of space to study."
S0623,21,Male,BSECE,4th Year,4.16,72.82,11.06,Yes,0,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0624,20,Female,BSME,2nd Year,4.9,57.86,6.01,No,1,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0625,22,Male,BSCS,4th Year,1.76,53.31,15.44,No,10,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0626,23,Female,BSCE,1st Year,1.03,73.36,8.78,Yes,1,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0627,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,Our school celebrates student diversity through events and awareness weeks.
S0628,22,Female,BSCS,3rd Year,3.76,72.57,19.37,Yes,5,Good,The campus grounds are clean and well-maintained.
S0629,24,Female,BSME,1st Year,3.1,64.26,14.64,Yes,7,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0630,23,Female,BSME,4th Year,3.95,62.52,13.86,Yes,10,Dropout_Risk,The academic environment is competitive but supportive.
S0631,22,Female,BSCS,3rd Year,1.43,55.41,17.08,No,0,Probation,The campus grounds are clean and well-maintained.
